,age,risk,horizon,capital,equity,mf,cash,goal_preservation,goal_retirement,goal_short_term,goal_wealth
448,25,1,3,21947,85.0,10.0,5.0,False,False,False,True
449,21,1,6,25566,74.07,19.75,6.17,False,True,False,False
450,30,0,8,18722,26.32,52.63,21.05,True,False,False,False
451,19,1,6,31626,75.0,18.75,6.25,False,True,False,False
452,21,2,6,35647,82.37,9.69,7.94,False,False,False,True
453,27,0,6,38831,25.56,52.22,22.22,False,False,True,False
454,20,0,5,27069,55.0,30.0,15.0,False,True,False,False
455,23,0,4,22948,30.0,47.78,22.22,False,False,True,False
456,18,0,4,37750,55.0,30.0,15.0,False,True,False,False
457,26,1,5,13935,59.38,35.63,5.0,False,False,False,False
458,19,1,8,18805,85.0,10.0,5.0,False,False,False,True
459,24,2,7,12492,76.0,19.0,5.0,True,False,False,False
460,27,2,6,31945,82.96,9.76,7.28,False,False,False,True
461,22,2,4,33007,68.97,25.29,5.75,False,False,False,False
462,27,2,7,27187,73.0,22.0,5.0,True,False,False,False
463,27,0,3,34989,63.0,27.0,10.0,False,False,False,True
464,30,2,5,17277,66.67,27.78,5.56,True,False,False,False
465,21,1,3,28186,79.0,16.0,5.0,False,True,False,False
466,21,2,3,32118,85.0,10.0,5.0,False,True,False,False
467,22,1,9,21640,64.61,30.4,4.99,False,False,False,False
468,27,1,3,22031,48.0,32.0,20.0,False,False,True,False
469,26,1,5,43893,49.0,31.0,20.0,False,False,True,False
470,22,2,5,17672,68.97,25.29,5.75,False,False,False,False
471,22,2,7,33668,78.0,17.0,5.0,True,False,False,False
472,27,1,4,12638,68.97,25.29,5.75,False,True,False,False
473,21,1,4,14627,83.22,9.85,6.93,False,False,False,True
474,24,0,6,19767,63.83,25.53,10.64,False,False,False,True
475,24,2,6,41941,67.42,21.35,11.24,False,False,True,False
476,25,0,9,24722,31.58,47.37,21.05,True,False,False,False
477,30,0,3,30472,35.0,55.0,10.0,False,False,False,False
478,20,1,5,24736,60.0,25.0,15.0,True,False,False,False
479,23,1,5,28942,72.29,21.69,6.02,False,True,False,False
480,22,2,5,22400,73.17,20.73,6.1,True,False,False,False
481,28,2,5,18253,64.52,24.73,10.75,False,False,True,False
482,24,0,5,20776,28.89,48.89,22.22,False,False,True,False
483,27,1,6,13783,48.0,32.0,20.0,False,False,True,False
484,22,2,6,12984,83.1,9.97,6.93,False,True,False,False
485,26,0,7,23781,26.67,51.11,22.22,False,False,True,False
486,18,1,4,27371,75.0,18.75,6.25,False,True,False,False
487,24,0,4,18087,28.89,48.89,22.22,False,False,True,False
488,18,2,9,30983,80.0,15.0,5.0,True,False,False,False
489,25,2,3,21475,70.0,20.0,10.0,False,False,True,False
490,23,0,4,20466,33.68,45.26,21.05,True,False,False,False
491,26,0,3,11293,49.0,36.0,15.0,False,True,False,False
492,26,2,4,20231,69.77,24.42,5.81,True,False,False,False
493,31,2,10,22014,69.0,26.0,5.0,True,False,False,False
494,21,2,3,13845,85.0,10.0,5.0,False,True,False,False
495,19,1,5,34811,83.22,9.79,6.99,False,False,False,True
496,20,1,7,21451,80.0,15.0,5.0,False,True,False,False
497,21,2,9,15567,85.0,10.0,5.0,False,False,False,True
498,22,2,4,21916,83.1,9.97,6.93,False,True,False,False
499,19,2,3,24022,75.0,15.0,10.0,False,False,True,False
500,27,2,7,31111,68.0,22.0,10.0,False,False,True,False
501,28,0,7,22866,47.0,38.0,15.0,False,True,False,False
502,26,0,4,18564,26.67,51.11,22.22,False,False,True,False
503,24,2,6,22479,67.42,26.97,5.62,False,False,False,False
504,19,1,6,23890,83.22,9.79,6.99,False,False,False,True
505,23,2,3,24812,77.0,18.0,5.0,True,False,False,False
506,29,1,4,17267,51.0,34.0,15.0,True,False,False,False
507,29,2,4,18737,67.42,26.97,5.62,True,False,False,False
508,19,2,4,25158,75.0,18.75,6.25,True,False,False,False
509,22,0,4,36416,34.74,44.21,21.05,True,False,False,False
510,22,1,4,41730,58.0,27.0,15.0,True,False,False,False
511,23,1,3,19534,57.0,28.0,15.0,True,False,False,False
512,19,2,5,31548,75.0,18.75,6.25,True,False,False,False
513,23,2,7,22028,72.0,18.0,10.0,False,False,True,False
514,28,1,3,31869,58.91,36.1,4.99,False,False,False,False
515,24,2,6,19910,82.67,9.73,7.6,False,False,False,True
516,22,1,6,20651,53.0,27.0,20.0,False,False,True,False
517,26,1,8,18049,74.0,21.0,5.0,False,True,False,False
518,24,2,3,21817,85.0,10.0,5.0,False,True,False,False
519,25,2,5,47036,66.67,27.78,5.56,False,False,False,False
520,24,1,4,13750,56.0,29.0,15.0,True,False,False,False
521,24,0,4,30665,63.83,25.53,10.64,False,False,False,True
522,35,0,3,28897,16.67,61.11,22.22,False,False,True,False
523,20,1,3,34914,55.0,25.0,20.0,False,False,True,False
524,21,1,3,16459,59.0,26.0,15.0,True,False,False,False
525,24,0,5,19945,51.0,34.0,15.0,False,True,False,False
526,25,0,8,45647,40.0,50.0,10.0,False,False,False,False
527,18,0,6,23154,33.33,44.44,22.22,False,False,True,False
528,25,2,3,22425,75.0,20.0,5.0,True,False,False,False
529,25,2,4,16183,80.0,13.33,6.67,False,True,False,False
530,33,1,8,36630,42.0,38.0,20.0,False,False,True,False
531,29,1,4,42822,57.58,37.43,4.99,False,False,False,False
532,27,0,3,24309,63.0,27.0,10.0,False,False,False,True
533,21,2,7,35048,79.0,16.0,5.0,True,False,False,False
534,24,1,4,28428,56.0,29.0,15.0,True,False,False,False
535,18,0,3,30309,55.0,30.0,15.0,False,True,False,False
536,30,1,3,36879,70.0,25.0,5.0,False,True,False,False
537,23,0,6,37143,42.0,48.0,10.0,False,False,False,False
538,29,0,4,27939,60.61,29.29,10.1,False,False,False,True
539,24,1,6,33422,56.0,29.0,15.0,True,False,False,False
540,22,0,8,32773,34.74,44.21,21.05,True,False,False,False
541,21,0,3,23125,69.0,21.0,10.0,False,False,False,True
542,22,2,5,15663,83.1,9.97,6.93,False,True,False,False
543,32,1,3,9054,78.86,16.15,4.99,False,False,False,True
544,18,1,3,22964,80.0,15.0,5.0,False,True,False,False
545,26,1,9,23785,60.81,34.2,4.99,False,False,False,False
546,18,1,6,28465,55.0,25.0,20.0,False,False,True,False
547,22,2,3,21740,76.03,19.01,4.97,False,False,False,False
548,25,2,3,23419,85.0,10.0,5.0,False,False,False,True
549,20,1,4,27267,83.22,9.79,6.99,False,False,False,True
550,26,2,4,14814,78.95,14.47,6.58,False,True,False,False
551,26,0,7,13646,30.53,48.42,21.05,True,False,False,False
552,27,2,3,14996,71.71,23.33,4.97,False,False,False,False
553,24,2,3,31896,71.0,19.0,10.0,False,False,True,False
554,26,2,3,26284,69.0,21.0,10.0,False,False,True,False
555,23,1,5,19782,57.0,28.0,15.0,True,False,False,False
556,24,0,3,30937,41.0,49.0,10.0,False,False,False,False
557,23,1,4,15445,82.19,10.96,6.85,False,False,False,True
558,23,0,4,27513,30.0,47.78,22.22,False,False,True,False
559,29,0,5,25072,23.33,54.44,22.22,False,False,True,False
560,19,1,7,37011,55.0,25.0,20.0,False,False,True,False
561,20,2,7,16766,85.0,10.0,5.0,False,True,False,False
562,30,0,7,40992,35.0,55.0,10.0,False,False,False,False
563,28,0,4,23385,37.0,53.0,10.0,False,False,False,False
564,28,1,3,16973,47.0,33.0,20.0,False,False,True,False
565,22,2,3,23762,73.0,17.0,10.0,False,False,True,False
566,26,1,3,21001,60.81,34.2,4.99,False,False,False,False
567,23,2,9,28513,85.0,10.0,5.0,False,False,False,True
568,30,2,5,24516,83.22,9.79,6.99,False,False,False,True
569,25,2,5,18401,82.77,9.74,7.49,False,False,False,True
570,19,0,5,19963,45.0,45.0,10.0,False,False,False,False
571,24,0,3,10644,51.0,34.0,15.0,False,True,False,False
572,26,0,8,21359,39.0,51.0,10.0,False,False,False,False
573,21,2,4,18577,83.22,9.85,6.93,False,True,False,False
574,22,2,7,19904,78.0,17.0,5.0,True,False,False,False
575,25,2,9,28908,85.0,10.0,5.0,False,True,False,False
576,25,0,6,29415,50.0,35.0,15.0,False,True,False,False
577,32,0,3,19620,20.0,57.78,22.22,False,False,True,False
578,23,1,4,20509,52.0,28.0,20.0,False,False,True,False
579,25,1,3,25081,50.0,30.0,20.0,False,False,True,False
580,27,2,6,27629,65.22,23.91,10.87,False,False,True,False
581,25,2,6,25595,66.67,27.78,5.56,False,False,False,False
582,28,2,3,27446,67.0,23.0,10.0,False,False,True,False
583,30,0,4,21591,22.22,55.56,22.22,False,False,True,False
584,25,2,6,26841,82.77,9.74,7.49,False,False,False,True
585,31,0,3,23714,44.0,41.0,15.0,False,True,False,False
586,24,1,3,26107,51.0,29.0,20.0,False,False,True,False
587,22,0,3,19468,43.0,47.0,10.0,False,False,False,False
588,26,2,3,19155,85.0,10.0,5.0,False,True,False,False
589,25,1,6,20891,55.0,30.0,15.0,True,False,False,False
590,25,0,4,23319,63.16,26.32,10.53,False,False,False,True
591,24,0,3,18014,51.0,34.0,15.0,False,True,False,False
592,23,0,3,17819,52.0,33.0,15.0,False,True,False,False
593,23,1,6,13684,72.29,21.69,6.02,False,True,False,False
594,22,1,3,21008,78.0,17.0,5.0,False,True,False,False
595,28,2,3,27974,67.0,23.0,10.0,False,False,True,False
596,25,0,3,31748,31.58,47.37,21.05,True,False,False,False
597,24,0,5,40826,41.0,49.0,10.0,False,False,False,False
598,30,2,5,15089,75.0,18.75,6.25,False,True,False,False
599,24,0,3,20480,32.63,46.32,21.05,True,False,False,False
600,25,0,7,20296,27.78,50.0,22.22,False,False,True,False
601,18,1,3,26830,60.0,25.0,15.0,True,False,False,False
602,25,2,3,23805,70.0,20.0,10.0,False,False,True,False
603,18,1,5,31233,63.16,31.58,5.26,False,False,False,False
604,28,0,6,26189,47.0,38.0,15.0,False,True,False,False
605,35,2,4,25544,80.0,13.33,6.67,False,False,False,True
606,25,2,4,23847,82.77,9.74,7.49,False,False,False,True
607,25,2,3,27879,73.43,21.6,4.97,False,False,False,False
608,27,0,5,20109,48.0,37.0,15.0,False,True,False,False
609,23,2,5,21551,82.19,10.96,6.85,False,True,False,False
610,30,0,3,18825,60.0,30.0,10.0,False,False,False,True
611,20,0,4,55356,55.0,30.0,15.0,False,True,False,False
612,24,1,3,26292,85.0,10.0,5.0,False,False,False,True
613,18,1,4,16075,63.16,31.58,5.26,False,False,False,False
614,26,0,5,15563,39.0,51.0,10.0,False,False,False,False
615,26,1,7,19704,54.0,31.0,15.0,True,False,False,False
616,25,1,4,19481,50.0,30.0,20.0,False,False,True,False
617,18,0,3,24771,36.84,42.11,21.05,True,False,False,False
618,21,2,3,21528,85.0,10.0,5.0,False,False,False,True
619,28,2,6,18852,64.52,24.73,10.75,False,False,True,False
620,25,0,5,24898,63.16,26.32,10.53,False,False,False,True
621,20,1,5,23767,75.0,18.75,6.25,False,True,False,False
622,35,2,4,18878,80.0,13.33,6.67,False,False,False,True
623,26,2,9,29580,85.0,10.0,5.0,False,True,False,False
624,23,0,5,35212,33.68,45.26,21.05,True,False,False,False
625,29,0,3,21451,36.0,54.0,10.0,False,False,False,False
626,28,0,4,39300,47.0,38.0,15.0,False,True,False,False
627,29,1,7,36653,81.71,13.3,4.99,False,False,False,True
628,23,2,7,43505,72.0,18.0,10.0,False,False,True,False
629,22,1,3,26017,64.61,30.4,4.99,False,False,False,False
630,26,0,3,14820,49.0,36.0,15.0,False,True,False,False
631,24,0,3,23873,28.89,48.89,22.22,False,False,True,False
632,25,2,5,32189,80.0,13.33,6.67,False,True,False,False
633,28,1,4,21879,76.92,16.67,6.41,False,False,False,True
634,20,1,3,28058,55.0,25.0,20.0,False,False,True,False
635,25,1,7,18930,50.0,30.0,20.0,False,False,True,False
636,27,1,7,24415,83.61,11.4,4.99,False,False,False,True
637,25,0,3,21857,65.0,25.0,10.0,False,False,False,True
638,27,2,5,22832,65.22,29.35,5.43,False,False,False,False
639,24,0,3,11266,66.0,24.0,10.0,False,False,False,True
640,28,1,5,20272,52.0,33.0,15.0,True,False,False,False
641,26,1,5,25898,49.0,31.0,20.0,False,False,True,False
642,20,0,4,21574,66.67,22.22,11.11,False,False,False,True
643,29,2,6,41169,75.95,17.72,6.33,False,True,False,False
644,26,0,3,15673,30.53,48.42,21.05,True,False,False,False
645,19,2,6,12854,83.22,9.79,6.99,False,True,False,False
646,34,2,3,9163,77.83,17.19,4.98,False,True,False,False
647,26,0,6,24261,30.53,48.42,21.05,True,False,False,False
648,23,0,7,31004,42.0,48.0,10.0,False,False,False,False
649,21,1,5,34759,83.22,9.85,6.93,False,False,False,True
650,18,2,8,20822,75.0,15.0,10.0,False,False,True,False
651,22,0,4,35529,43.0,47.0,10.0,False,False,False,False
652,21,1,9,21753,79.0,16.0,5.0,False,True,False,False
653,19,1,7,16333,60.0,25.0,15.0,True,False,False,False
654,18,2,6,32628,83.22,9.79,6.99,False,True,False,False
655,27,2,6,23191,65.22,29.35,5.43,False,False,False,False
656,22,1,5,28083,58.0,27.0,15.0,True,False,False,False
657,23,1,7,48028,77.0,18.0,5.0,False,True,False,False
658,25,1,3,19911,50.0,30.0,20.0,False,False,True,False
659,18,0,8,28367,55.0,30.0,15.0,False,True,False,False
660,27,2,4,24576,82.96,9.76,7.28,False,False,False,True
661,29,2,4,25000,63.83,30.85,5.32,False,False,False,False
662,21,2,5,12931,82.37,9.69,7.94,False,False,False,True
663,27,1,3,23821,48.0,32.0,20.0,False,False,True,False
664,27,1,6,18739,58.77,36.24,5.0,False,False,False,False
665,23,0,3,30073,30.0,47.78,22.22,False,False,True,False
666,29,1,4,14122,67.42,26.97,5.62,False,True,False,False
667,18,2,4,27279,70.59,17.65,11.76,False,False,True,False
668,18,1,4,24314,75.0,18.75,6.25,False,True,False,False
669,18,0,3,13053,45.0,45.0,10.0,False,False,False,False
670,22,2,3,28238,85.0,10.0,5.0,False,True,False,False
671,36,2,6,41880,59.0,31.0,10.0,False,False,True,False
672,28,1,4,34352,76.92,16.67,6.41,False,False,False,True
673,28,2,5,28844,76.92,16.67,6.41,False,True,False,False
674,19,0,3,17304,33.33,44.44,22.22,False,False,True,False
675,21,2,6,25355,83.22,9.85,6.93,False,True,False,False
676,24,0,3,20799,28.89,48.89,22.22,False,False,True,False
677,28,0,6,25747,61.22,28.57,10.2,False,False,False,True
678,28,1,3,15158,52.0,33.0,15.0,True,False,False,False
679,21,2,7,33019,74.0,16.0,10.0,False,False,True,False
680,23,2,5,18052,68.18,20.45,11.36,False,False,True,False
681,23,2,6,37060,82.58,9.71,7.71,False,False,False,True
682,28,0,5,26070,37.0,53.0,10.0,False,False,False,False
683,30,2,3,31416,69.11,25.92,4.97,False,False,False,False
684,21,1,4,31057,54.0,26.0,20.0,False,False,True,False
685,25,0,7,17976,40.0,50.0,10.0,False,False,False,False
686,22,0,3,14140,53.0,32.0,15.0,False,True,False,False
687,28,1,3,21274,47.0,33.0,20.0,False,False,True,False
688,27,1,5,18409,77.92,15.58,6.49,False,False,False,True
689,18,2,3,32741,77.75,17.28,4.97,False,False,False,False
690,23,0,5,23166,33.68,45.26,21.05,True,False,False,False
691,22,2,3,32949,78.0,17.0,5.0,True,False,False,False
692,20,2,3,24874,85.0,10.0,5.0,False,False,False,True
693,20,2,8,33009,77.75,17.28,4.97,False,False,False,False
694,27,1,3,27457,73.0,22.0,5.0,False,True,False,False
695,19,1,3,24628,85.0,10.0,5.0,False,False,False,True
696,25,1,5,24110,60.0,35.0,5.0,False,False,False,False
697,20,0,4,40148,55.0,30.0,15.0,False,True,False,False
698,23,2,5,24515,82.19,10.96,6.85,False,True,False,False
699,22,0,3,21415,53.0,32.0,15.0,False,True,False,False
700,26,0,6,22295,30.53,48.42,21.05,True,False,False,False
701,28,1,3,26399,82.66,12.35,4.99,False,False,False,True
702,22,1,5,56138,73.17,20.73,6.1,False,True,False,False
703,20,2,4,20204,70.59,17.65,11.76,False,False,True,False
704,18,1,6,16421,63.16,31.58,5.26,False,False,False,False
705,25,0,5,22314,31.58,47.37,21.05,True,False,False,False
706,27,1,5,37033,58.77,36.24,5.0,False,False,False,False
707,25,1,3,15049,75.0,20.0,5.0,False,True,False,False
708,19,1,4,19966,75.0,18.75,6.25,False,True,False,False
709,26,0,3,30545,26.67,51.11,22.22,False,False,True,False
710,18,0,3,29359,45.0,45.0,10.0,False,False,False,False
711,20,1,12,15770,60.0,25.0,15.0,True,False,False,False
712,20,1,7,26376,85.0,10.0,5.0,False,False,False,True
713,25,2,3,19046,85.0,10.0,5.0,False,True,False,False
714,22,2,3,35453,73.0,17.0,10.0,False,False,True,False
715,26,0,5,37482,39.0,51.0,10.0,False,False,False,False
716,26,2,3,34667,74.0,21.0,5.0,True,False,False,False
717,23,2,4,19006,72.29,21.69,6.02,True,False,False,False
718,24,2,6,31067,82.67,9.73,7.6,False,False,False,True
719,29,1,7,26615,81.71,13.3,4.99,False,False,False,True
720,33,0,4,14574,32.0,58.0,10.0,False,False,False,False
721,25,0,8,12105,27.78,50.0,22.22,False,False,True,False
722,19,1,5,27725,55.0,25.0,20.0,False,False,True,False
723,23,0,5,23669,30.0,47.78,22.22,False,False,True,False
724,21,1,4,13611,54.0,26.0,20.0,False,False,True,False
725,28,0,4,39086,61.22,28.57,10.2,False,False,False,True
726,24,2,3,21794,76.0,19.0,5.0,True,False,False,False
727,29,1,3,13455,57.96,37.05,4.99,False,False,False,False
728,32,1,4,11992,48.0,37.0,15.0,True,False,False,False
729,23,2,6,22334,82.19,10.96,6.85,False,True,False,False
730,30,1,7,22684,80.76,14.25,4.99,False,False,False,True
731,30,1,5,39492,75.0,18.75,6.25,False,False,False,True
732,30,1,7,38216,45.0,35.0,20.0,False,False,True,False
733,35,0,5,18975,30.0,60.0,10.0,False,False,False,False
734,27,1,3,26710,83.61,11.4,4.99,False,False,False,True
735,23,1,3,16022,63.66,31.35,4.99,False,False,False,False
736,30,2,5,22106,63.16,31.58,5.26,False,False,False,False
737,23,0,5,25910,64.52,24.73,10.75,False,False,False,True
738,25,2,5,23310,66.67,27.78,5.56,False,False,False,False
739,20,0,4,10728,36.84,42.11,21.05,True,False,False,False
740,29,1,3,28618,57.96,37.05,4.99,False,False,False,False
741,22,0,5,23843,65.22,23.91,10.87,False,False,False,True
742,28,1,6,42636,58.17,36.84,4.99,False,False,False,False
743,19,0,7,22774,45.0,45.0,10.0,False,False,False,False
744,29,2,6,34706,63.83,30.85,5.32,False,False,False,False
745,19,2,6,21335,70.59,23.53,5.88,False,False,False,False
746,29,1,3,22276,57.96,37.05,4.99,False,False,False,False
747,26,0,5,38615,49.0,36.0,15.0,False,True,False,False
748,24,1,3,10812,56.0,29.0,15.0,True,False,False,False
749,25,2,3,17558,85.0,10.0,5.0,False,False,False,True
750,25,2,7,15837,85.0,10.0,5.0,False,True,False,False
751,22,0,9,14888,34.74,44.21,21.05,True,False,False,False
752,26,0,7,39393,26.67,51.11,22.22,False,False,True,False
753,24,0,5,35302,28.89,48.89,22.22,False,False,True,False
754,22,2,5,19122,83.1,9.97,6.93,False,True,False,False
755,32,0,6,31256,24.21,54.74,21.05,True,False,False,False
756,26,2,4,41229,65.93,23.08,10.99,False,False,True,False
757,20,1,7,21085,85.0,10.0,5.0,False,False,False,True
758,26,1,5,25203,59.38,35.63,5.0,False,False,False,False
759,26,1,5,23781,69.77,24.42,5.81,False,True,False,False
760,23,1,8,32216,52.0,28.0,20.0,False,False,True,False
761,24,2,4,49304,81.08,12.16,6.76,False,True,False,False
762,22,1,3,15584,85.0,10.0,5.0,False,False,False,True
763,22,0,4,19617,53.0,32.0,15.0,False,True,False,False
764,22,2,7,24980,85.0,10.0,5.0,False,False,False,True
765,23,0,6,18044,64.52,24.73,10.75,False,False,False,True
766,25,0,9,23148,27.78,50.0,22.22,False,False,True,False
767,23,2,4,43812,68.18,26.14,5.68,False,False,False,False
768,29,2,7,21756,85.0,10.0,5.0,False,False,False,True
769,30,2,9,25603,81.45,13.57,4.98,False,True,False,False
770,26,0,3,29963,30.53,48.42,21.05,True,False,False,False
771,29,1,7,16129,81.71,13.3,4.99,False,False,False,True
772,25,1,4,29154,55.0,30.0,15.0,True,False,False,False
773,21,2,4,23545,82.37,9.69,7.94,False,False,False,True
774,20,0,5,23276,33.33,44.44,22.22,False,False,True,False
775,26,0,4,23551,30.53,48.42,21.05,True,False,False,False
776,26,2,3,20900,85.0,10.0,5.0,False,False,False,True
777,25,0,7,17506,65.0,25.0,10.0,False,False,False,True
778,25,1,7,26711,61.76,33.25,4.99,False,False,False,False
779,29,0,9,30072,46.0,39.0,15.0,False,True,False,False
780,27,2,3,21005,68.0,22.0,10.0,False,False,True,False
781,25,2,6,22911,70.59,23.53,5.88,True,False,False,False
782,24,1,5,35210,81.08,12.16,6.76,False,False,False,True
783,18,0,4,36645,45.0,45.0,10.0,False,False,False,False
784,28,1,3,29472,82.66,12.35,4.99,False,False,False,True
785,30,1,3,28295,50.0,35.0,15.0,True,False,False,False
786,28,1,6,11453,58.17,36.84,4.99,False,False,False,False
787,23,2,8,40061,85.0,10.0,5.0,False,True,False,False
788,25,1,6,18474,60.0,35.0,5.0,False,False,False,False
789,24,0,3,24400,41.0,49.0,10.0,False,False,False,False
790,29,0,5,29982,46.0,39.0,15.0,False,True,False,False
791,20,0,8,33115,36.84,42.11,21.05,True,False,False,False
792,30,2,5,31971,66.67,27.78,5.56,True,False,False,False
793,28,0,6,22188,24.44,53.33,22.22,False,False,True,False
794,23,0,5,15447,33.68,45.26,21.05,True,False,False,False
795,32,2,7,25218,63.0,27.0,10.0,False,False,True,False
796,23,2,3,18307,85.0,10.0,5.0,False,False,False,True
797,20,2,3,17030,75.0,15.0,10.0,False,False,True,False
798,29,1,6,33855,57.58,37.43,4.99,False,False,False,False
799,25,1,6,23615,50.0,30.0,20.0,False,False,True,False
800,23,1,3,30655,52.0,28.0,20.0,False,False,True,False
801,24,0,5,31362,41.0,49.0,10.0,False,False,False,False
802,25,0,3,45983,65.0,25.0,10.0,False,False,False,True
