age,risk,goal,horizon,capital,equity,mf,cash
23,low,short_term,4,27513,30.0,47.78,22.22
29,low,short_term,5,25072,23.33,54.44,22.22
19,medium,short_term,7,37011,55.0,25.0,20.0
20,high,retirement,7,16766,85.0,10.0,5.0
30,low,income,7,40992,35.0,55.0,10.0
28,low,income,4,23385,37.0,53.0,10.0
28,medium,short_term,3,16973,47.0,33.0,20.0
22,high,short_term,3,23762,73.0,17.0,10.0
26,medium,income,3,21001,60.81,34.2,4.99
23,high,wealth,9,28513,85.0,10.0,5.0
30,high,wealth,5,24516,83.22,9.79,6.99
25,high,wealth,5,18401,82.77,9.74,7.49
19,low,income,5,19963,45.0,45.0,10.0
24,low,retirement,3,10644,51.0,34.0,15.0
26,low,income,8,21359,39.0,51.0,10.0
21,high,retirement,4,18577,83.22,9.85,6.93
22,high,preservation,7,19904,78.0,17.0,5.0
25,high,retirement,9,28908,85.0,10.0,5.0
25,low,retirement,6,29415,50.0,35.0,15.0
32,low,short_term,3,19620,20.0,57.78,22.22
23,medium,short_term,4,20509,52.0,28.0,20.0
25,medium,short_term,3,25081,50.0,30.0,20.0
27,high,short_term,6,27629,65.22,23.91,10.87
25,high,income,6,25595,66.67,27.78,5.56
28,high,short_term,3,27446,67.0,23.0,10.0
30,low,short_term,4,21591,22.22,55.56,22.22
25,high,wealth,6,26841,82.77,9.74,7.49
31,low,retirement,3,23714,44.0,41.0,15.0
24,medium,short_term,3,26107,51.0,29.0,20.0
22,low,income,3,19468,43.0,47.0,10.0
26,high,retirement,3,19155,85.0,10.0,5.0
25,medium,preservation,6,20891,55.0,30.0,15.0
25,low,wealth,4,23319,63.16,26.32,10.53
24,low,retirement,3,18014,51.0,34.0,15.0
23,low,retirement,3,17819,52.0,33.0,15.0
23,medium,retirement,6,13684,72.29,21.69,6.02
22,medium,retirement,3,21008,78.0,17.0,5.0
28,high,short_term,3,27974,67.0,23.0,10.0
25,low,preservation,3,31748,31.58,47.37,21.05
24,low,income,5,40826,41.0,49.0,10.0
30,high,retirement,5,15089,75.0,18.75,6.25
24,low,preservation,3,20480,32.63,46.32,21.05
25,low,short_term,7,20296,27.78,50.0,22.22
18,medium,preservation,3,26830,60.0,25.0,15.0
25,high,short_term,3,23805,70.0,20.0,10.0
18,medium,income,5,31233,63.16,31.58,5.26
28,low,retirement,6,26189,47.0,38.0,15.0
35,high,wealth,4,25544,80.0,13.33,6.67
25,high,wealth,4,23847,82.77,9.74,7.49
25,high,income,3,27879,73.43,21.6,4.97
27,low,retirement,5,20109,48.0,37.0,15.0
23,high,retirement,5,21551,82.19,10.96,6.85
30,low,wealth,3,18825,60.0,30.0,10.0
20,low,retirement,4,55356,55.0,30.0,15.0
24,medium,wealth,3,26292,85.0,10.0,5.0
18,medium,income,4,16075,63.16,31.58,5.26
26,low,income,5,15563,39.0,51.0,10.0
26,medium,preservation,7,19704,54.0,31.0,15.0
25,medium,short_term,4,19481,50.0,30.0,20.0
18,low,preservation,3,24771,36.84,42.11,21.05
21,high,wealth,3,21528,85.0,10.0,5.0
28,high,short_term,6,18852,64.52,24.73,10.75
25,low,wealth,5,24898,63.16,26.32,10.53
20,medium,retirement,5,23767,75.0,18.75,6.25
35,high,wealth,4,18878,80.0,13.33,6.67
26,high,retirement,9,29580,85.0,10.0,5.0
23,low,preservation,5,35212,33.68,45.26,21.05
29,low,income,3,21451,36.0,54.0,10.0
28,low,retirement,4,39300,47.0,38.0,15.0
29,medium,wealth,7,36653,81.71,13.3,4.99
23,high,short_term,7,43505,72.0,18.0,10.0
22,medium,income,3,26017,64.61,30.4,4.99
26,low,retirement,3,14820,49.0,36.0,15.0
24,low,short_term,3,23873,28.89,48.89,22.22
25,high,retirement,5,32189,80.0,13.33,6.67
28,medium,wealth,4,21879,76.92,16.67,6.41
20,medium,short_term,3,28058,55.0,25.0,20.0
25,medium,short_term,7,18930,50.0,30.0,20.0
27,medium,wealth,7,24415,83.61,11.4,4.99
25,low,wealth,3,21857,65.0,25.0,10.0
27,high,income,5,22832,65.22,29.35,5.43
24,low,wealth,3,11266,66.0,24.0,10.0
28,medium,preservation,5,20272,52.0,33.0,15.0
26,medium,short_term,5,25898,49.0,31.0,20.0
20,low,wealth,4,21574,66.67,22.22,11.11
29,high,retirement,6,41169,75.95,17.72,6.33
26,low,preservation,3,15673,30.53,48.42,21.05
19,high,retirement,6,12854,83.22,9.79,6.99
34,high,retirement,3,9163,77.83,17.19,4.98
26,low,preservation,6,24261,30.53,48.42,21.05
23,low,income,7,31004,42.0,48.0,10.0
21,medium,wealth,5,34759,83.22,9.85,6.93
18,high,short_term,8,20822,75.0,15.0,10.0
22,low,income,4,35529,43.0,47.0,10.0
21,medium,retirement,9,21753,79.0,16.0,5.0
19,medium,preservation,7,16333,60.0,25.0,15.0
18,high,retirement,6,32628,83.22,9.79,6.99
27,high,income,6,23191,65.22,29.35,5.43
22,medium,preservation,5,28083,58.0,27.0,15.0
23,medium,retirement,7,48028,77.0,18.0,5.0
25,medium,short_term,3,19911,50.0,30.0,20.0
18,low,retirement,8,28367,55.0,30.0,15.0
27,high,wealth,4,24576,82.96,9.76,7.28
29,high,income,4,25000,63.83,30.85,5.32
21,high,wealth,5,12931,82.37,9.69,7.94
27,medium,short_term,3,23821,48.0,32.0,20.0
27,medium,income,6,18739,58.77,36.24,5.0
23,low,short_term,3,30073,30.0,47.78,22.22
29,medium,retirement,4,14122,67.42,26.97,5.62
18,high,short_term,4,27279,70.59,17.65,11.76
18,medium,retirement,4,24314,75.0,18.75,6.25
18,low,income,3,13053,45.0,45.0,10.0
22,high,retirement,3,28238,85.0,10.0,5.0
36,high,short_term,6,41880,59.0,31.0,10.0
28,medium,wealth,4,34352,76.92,16.67,6.41
28,high,retirement,5,28844,76.92,16.67,6.41
19,low,short_term,3,17304,33.33,44.44,22.22
21,high,retirement,6,25355,83.22,9.85,6.93
24,low,short_term,3,20799,28.89,48.89,22.22
28,low,wealth,6,25747,61.22,28.57,10.2
28,medium,preservation,3,15158,52.0,33.0,15.0
21,high,short_term,7,33019,74.0,16.0,10.0
23,high,short_term,5,18052,68.18,20.45,11.36
23,high,wealth,6,37060,82.58,9.71,7.71
28,low,income,5,26070,37.0,53.0,10.0
30,high,income,3,31416,69.11,25.92,4.97
21,medium,short_term,4,31057,54.0,26.0,20.0
25,low,income,7,17976,40.0,50.0,10.0
22,low,retirement,3,14140,53.0,32.0,15.0
28,medium,short_term,3,21274,47.0,33.0,20.0
27,medium,wealth,5,18409,77.92,15.58,6.49
18,high,income,3,32741,77.75,17.28,4.97
23,low,preservation,5,23166,33.68,45.26,21.05
22,high,preservation,3,32949,78.0,17.0,5.0
20,high,wealth,3,24874,85.0,10.0,5.0
20,high,income,8,33009,77.75,17.28,4.97
27,medium,retirement,3,27457,73.0,22.0,5.0
19,medium,wealth,3,24628,85.0,10.0,5.0
25,medium,income,5,24110,60.0,35.0,5.0
20,low,retirement,4,40148,55.0,30.0,15.0
23,high,retirement,5,24515,82.19,10.96,6.85
22,low,retirement,3,21415,53.0,32.0,15.0
26,low,preservation,6,22295,30.53,48.42,21.05
28,medium,wealth,3,26399,82.66,12.35,4.99
22,medium,retirement,5,56138,73.17,20.73,6.1
20,high,short_term,4,20204,70.59,17.65,11.76
18,medium,income,6,16421,63.16,31.58,5.26
25,low,preservation,5,22314,31.58,47.37,21.05
27,medium,income,5,37033,58.77,36.24,5.0
25,medium,retirement,3,15049,75.0,20.0,5.0
19,medium,retirement,4,19966,75.0,18.75,6.25
26,low,short_term,3,30545,26.67,51.11,22.22
18,low,income,3,29359,45.0,45.0,10.0
20,medium,preservation,12,15770,60.0,25.0,15.0
20,medium,wealth,7,26376,85.0,10.0,5.0
25,high,retirement,3,19046,85.0,10.0,5.0
22,high,short_term,3,35453,73.0,17.0,10.0
26,low,income,5,37482,39.0,51.0,10.0
26,high,preservation,3,34667,74.0,21.0,5.0
23,high,preservation,4,19006,72.29,21.69,6.02
24,high,wealth,6,31067,82.67,9.73,7.6
29,medium,wealth,7,26615,81.71,13.3,4.99
33,low,income,4,14574,32.0,58.0,10.0
25,low,short_term,8,12105,27.78,50.0,22.22
19,medium,short_term,5,27725,55.0,25.0,20.0
23,low,short_term,5,23669,30.0,47.78,22.22
21,medium,short_term,4,13611,54.0,26.0,20.0
28,low,wealth,4,39086,61.22,28.57,10.2
24,high,preservation,3,21794,76.0,19.0,5.0
29,medium,income,3,13455,57.96,37.05,4.99
32,medium,preservation,4,11992,48.0,37.0,15.0
23,high,retirement,6,22334,82.19,10.96,6.85
30,medium,wealth,7,22684,80.76,14.25,4.99
30,medium,wealth,5,39492,75.0,18.75,6.25
30,medium,short_term,7,38216,45.0,35.0,20.0
35,low,income,5,18975,30.0,60.0,10.0
27,medium,wealth,3,26710,83.61,11.4,4.99
23,medium,income,3,16022,63.66,31.35,4.99
30,high,income,5,22106,63.16,31.58,5.26
23,low,wealth,5,25910,64.52,24.73,10.75
25,high,income,5,23310,66.67,27.78,5.56
20,low,preservation,4,10728,36.84,42.11,21.05
29,medium,income,3,28618,57.96,37.05,4.99
22,low,wealth,5,23843,65.22,23.91,10.87
28,medium,income,6,42636,58.17,36.84,4.99
19,low,income,7,22774,45.0,45.0,10.0
29,high,income,6,34706,63.83,30.85,5.32
19,high,income,6,21335,70.59,23.53,5.88
29,medium,income,3,22276,57.96,37.05,4.99
26,low,retirement,5,38615,49.0,36.0,15.0
24,medium,preservation,3,10812,56.0,29.0,15.0
25,high,wealth,3,17558,85.0,10.0,5.0
25,high,retirement,7,15837,85.0,10.0,5.0
22,low,preservation,9,14888,34.74,44.21,21.05
26,low,short_term,7,39393,26.67,51.11,22.22
24,low,short_term,5,35302,28.89,48.89,22.22
22,high,retirement,5,19122,83.1,9.97,6.93
32,low,preservation,6,31256,24.21,54.74,21.05
26,high,short_term,4,41229,65.93,23.08,10.99
20,medium,wealth,7,21085,85.0,10.0,5.0
26,medium,income,5,25203,59.38,35.63,5.0
26,medium,retirement,5,23781,69.77,24.42,5.81
23,medium,short_term,8,32216,52.0,28.0,20.0
24,high,retirement,4,49304,81.08,12.16,6.76
22,medium,wealth,3,15584,85.0,10.0,5.0
22,low,retirement,4,19617,53.0,32.0,15.0
22,high,wealth,7,24980,85.0,10.0,5.0
23,low,wealth,6,18044,64.52,24.73,10.75
25,low,short_term,9,23148,27.78,50.0,22.22
23,high,income,4,43812,68.18,26.14,5.68
29,high,wealth,7,21756,85.0,10.0,5.0
30,high,retirement,9,25603,81.45,13.57,4.98
26,low,preservation,3,29963,30.53,48.42,21.05
29,medium,wealth,7,16129,81.71,13.3,4.99
25,medium,preservation,4,29154,55.0,30.0,15.0
21,high,wealth,4,23545,82.37,9.69,7.94
20,low,short_term,5,23276,33.33,44.44,22.22
26,low,preservation,4,23551,30.53,48.42,21.05
26,high,wealth,3,20900,85.0,10.0,5.0
25,low,wealth,7,17506,65.0,25.0,10.0
25,medium,income,7,26711,61.76,33.25,4.99
29,low,retirement,9,30072,46.0,39.0,15.0
27,high,short_term,3,21005,68.0,22.0,10.0
25,high,preservation,6,22911,70.59,23.53,5.88
24,medium,wealth,5,35210,81.08,12.16,6.76
18,low,income,4,36645,45.0,45.0,10.0
28,medium,wealth,3,29472,82.66,12.35,4.99
30,medium,preservation,3,28295,50.0,35.0,15.0
28,medium,income,6,11453,58.17,36.84,4.99
23,high,retirement,8,40061,85.0,10.0,5.0
25,medium,income,6,18474,60.0,35.0,5.0
24,low,income,3,24400,41.0,49.0,10.0
29,low,retirement,5,29982,46.0,39.0,15.0
20,low,preservation,8,33115,36.84,42.11,21.05
30,high,preservation,5,31971,66.67,27.78,5.56
28,low,short_term,6,22188,24.44,53.33,22.22
23,low,preservation,5,15447,33.68,45.26,21.05
32,high,short_term,7,25218,63.0,27.0,10.0
23,high,wealth,3,18307,85.0,10.0,5.0
20,high,short_term,3,17030,75.0,15.0,10.0
29,medium,income,6,33855,57.58,37.43,4.99
25,medium,short_term,6,23615,50.0,30.0,20.0
23,medium,short_term,3,30655,52.0,28.0,20.0
24,low,income,5,31362,41.0,49.0,10.0
25,low,wealth,3,45983,65.0,25.0,10.0
27,medium,wealth,6,41071,77.92,15.58,6.49
18,low,short_term,3,21379,33.33,44.44,22.22
23,low,wealth,6,10662,64.52,24.73,10.75
28,high,retirement,7,17331,83.26,11.76,4.98
32,medium,income,5,20328,55.11,39.9,4.99
27,medium,short_term,5,44831,48.0,32.0,20.0
19,medium,income,4,14452,63.16,31.58,5.26
28,medium,retirement,5,40333,68.18,26.14,5.68
24,medium,wealth,3,17900,85.0,10.0,5.0
25,low,wealth,3,22462,65.0,25.0,10.0
30,low,income,3,17496,35.0,55.0,10.0
26,high,wealth,3,27740,85.0,10.0,5.0
22,low,wealth,4,31209,65.22,23.91,10.87
27,high,short_term,4,11727,65.22,23.91,10.87
25,medium,wealth,4,22324,80.0,13.33,6.67
29,low,retirement,5,29429,46.0,39.0,15.0
19,medium,wealth,6,51396,83.22,9.79,6.99
21,medium,income,6,22453,62.5,32.29,5.21
27,medium,income,4,34546,58.77,36.24,5.0
30,low,preservation,5,49719,26.32,52.63,21.05
18,medium,wealth,5,29772,83.22,9.79,6.99
28,medium,income,6,21370,58.17,36.84,4.99
20,low,retirement,3,16321,55.0,30.0,15.0
28,high,preservation,3,24364,72.0,23.0,5.0
18,medium,retirement,5,18021,75.0,18.75,6.25
21,low,wealth,4,41101,65.93,23.08,10.99
23,medium,wealth,6,26999,82.19,10.96,6.85
26,medium,retirement,3,32180,74.0,21.0,5.0
35,low,income,4,32041,30.0,60.0,10.0
23,high,wealth,3,38443,85.0,10.0,5.0
25,high,short_term,3,14284,70.0,20.0,10.0
20,low,income,8,38300,45.0,45.0,10.0
25,high,preservation,6,34611,70.59,23.53,5.88
25,high,preservation,4,28089,70.59,23.53,5.88
29,high,income,4,26495,63.83,30.85,5.32
28,medium,retirement,3,20921,72.0,23.0,5.0
23,low,wealth,7,35460,67.0,23.0,10.0
25,high,short_term,6,46274,66.67,22.22,11.11
33,low,income,5,18962,32.0,58.0,10.0
23,medium,wealth,6,19056,82.19,10.96,6.85
30,low,wealth,5,18478,60.0,30.0,10.0
29,low,preservation,3,25624,27.37,51.58,21.05
23,high,wealth,3,24168,85.0,10.0,5.0
23,low,short_term,6,13297,30.0,47.78,22.22
27,high,preservation,3,43983,73.0,22.0,5.0
29,high,retirement,9,26865,82.35,12.67,4.98
25,high,income,3,16507,73.43,21.6,4.97
20,medium,income,7,15219,66.51,28.5,4.99
25,high,retirement,5,23021,80.0,13.33,6.67
18,high,wealth,9,24483,85.0,10.0,5.0
26,high,income,6,22950,65.93,28.57,5.49
23,medium,income,4,31392,61.22,33.67,5.1
24,medium,preservation,5,16904,56.0,29.0,15.0
29,low,preservation,8,25889,27.37,51.58,21.05
22,low,wealth,5,37126,65.22,23.91,10.87
20,high,wealth,7,34414,85.0,10.0,5.0
29,medium,income,5,30964,57.58,37.43,4.99
28,medium,preservation,3,31034,52.0,33.0,15.0
23,medium,retirement,4,28768,72.29,21.69,6.02
21,low,short_term,3,46642,32.22,45.56,22.22
31,medium,wealth,6,21888,74.07,19.75,6.17
20,low,preservation,9,15512,36.84,42.11,21.05
26,high,wealth,6,23393,82.87,9.75,7.39
18,low,preservation,3,32671,36.84,42.11,21.05
20,medium,wealth,3,14288,85.0,10.0,5.0
19,high,short_term,6,25916,70.59,17.65,11.76
26,low,income,5,18694,39.0,51.0,10.0
20,high,retirement,6,30327,83.22,9.79,6.99
24,low,wealth,6,30098,63.83,25.53,10.64
29,medium,income,5,42782,57.58,37.43,4.99
25,low,preservation,5,12656,31.58,47.37,21.05
27,medium,income,3,26734,59.86,35.15,4.99
27,high,preservation,5,18493,68.97,25.29,5.75
29,low,preservation,4,21491,27.37,51.58,21.05
25,high,preservation,3,40023,75.0,20.0,5.0
29,low,preservation,6,28463,27.37,51.58,21.05
27,medium,wealth,3,29594,83.61,11.4,4.99
24,low,preservation,7,27413,32.63,46.32,21.05
22,high,wealth,4,24494,82.47,9.7,7.82
28,high,short_term,5,34618,64.52,24.73,10.75
30,high,wealth,4,38111,83.22,9.79,6.99
28,medium,retirement,3,16228,72.0,23.0,5.0
21,high,income,3,24015,76.89,18.14,4.97
23,high,wealth,5,23183,82.58,9.71,7.71
18,high,retirement,4,40439,83.22,9.79,6.99
30,medium,income,8,19009,57.01,38.0,4.99
27,low,income,4,45429,38.0,52.0,10.0
27,high,short_term,6,29172,65.22,23.91,10.87
27,low,retirement,8,30861,48.0,37.0,15.0
24,low,wealth,9,29921,66.0,24.0,10.0
21,medium,preservation,6,22563,59.0,26.0,15.0
18,low,retirement,4,15906,55.0,30.0,15.0
19,low,short_term,3,20755,33.33,44.44,22.22
28,high,wealth,7,14629,85.0,10.0,5.0
29,low,preservation,3,15577,27.37,51.58,21.05
30,medium,preservation,3,13525,50.0,35.0,15.0
21,high,short_term,6,34738,69.77,18.6,11.63
28,low,retirement,5,35786,47.0,38.0,15.0
20,low,short_term,3,19870,33.33,44.44,22.22
27,low,wealth,3,13210,63.0,27.0,10.0
24,medium,wealth,3,19028,85.0,10.0,5.0
21,medium,preservation,8,34300,59.0,26.0,15.0
29,high,wealth,3,27327,85.0,10.0,5.0
27,medium,short_term,4,49872,48.0,32.0,20.0
25,high,short_term,3,27407,70.0,20.0,10.0
23,medium,income,4,21179,61.22,33.67,5.1
28,medium,retirement,3,21635,72.0,23.0,5.0
29,high,income,3,15874,69.98,25.05,4.97
30,medium,income,6,22111,57.01,38.0,4.99
25,high,wealth,3,35711,85.0,10.0,5.0
28,low,wealth,8,28743,62.0,28.0,10.0
25,medium,income,7,46948,61.76,33.25,4.99
23,high,short_term,8,21987,72.0,18.0,10.0
23,low,income,4,11991,42.0,48.0,10.0
21,low,short_term,6,8846,32.22,45.56,22.22
21,low,preservation,4,29712,35.79,43.16,21.05
24,medium,wealth,3,22577,85.0,10.0,5.0
23,high,income,5,26895,68.18,26.14,5.68
28,high,income,3,24686,70.84,24.19,4.97
24,low,wealth,7,19785,66.0,24.0,10.0
22,low,retirement,5,25134,53.0,32.0,15.0
25,high,preservation,3,32374,75.0,20.0,5.0
23,medium,short_term,3,20750,52.0,28.0,20.0
31,medium,preservation,3,41966,49.0,36.0,15.0
25,high,retirement,6,25840,80.0,13.33,6.67
23,high,preservation,5,29617,72.29,21.69,6.02
20,medium,preservation,3,26065,60.0,25.0,15.0
23,medium,preservation,3,21525,57.0,28.0,15.0
19,medium,preservation,3,35071,60.0,25.0,15.0
26,low,wealth,7,19153,64.0,26.0,10.0
27,high,short_term,3,21082,68.0,22.0,10.0
21,high,wealth,3,23027,85.0,10.0,5.0
18,medium,short_term,3,23868,55.0,25.0,20.0
19,high,retirement,6,34602,83.22,9.79,6.99
26,high,income,3,22859,72.57,22.46,4.97
22,medium,preservation,3,15118,58.0,27.0,15.0
18,high,retirement,4,31649,83.22,9.79,6.99
25,low,preservation,5,27863,31.58,47.37,21.05
24,low,preservation,3,33853,32.63,46.32,21.05
23,low,preservation,3,14530,33.68,45.26,21.05
18,medium,preservation,7,22073,60.0,25.0,15.0
21,low,short_term,3,23252,32.22,45.56,22.22
30,high,retirement,5,41296,75.0,18.75,6.25
32,high,wealth,6,21350,83.1,9.97,6.93
27,medium,short_term,3,52145,48.0,32.0,20.0
32,low,income,6,12598,33.0,57.0,10.0
18,medium,income,9,26406,66.51,28.5,4.99
22,low,short_term,7,34292,31.11,46.67,22.22
19,medium,wealth,10,15013,85.0,10.0,5.0
28,low,retirement,5,17438,47.0,38.0,15.0
25,low,income,3,13576,40.0,50.0,10.0
20,medium,short_term,3,18377,55.0,25.0,20.0
28,low,retirement,4,28497,47.0,38.0,15.0
26,low,preservation,6,16973,30.53,48.42,21.05
25,low,wealth,3,28000,65.0,25.0,10.0
22,high,preservation,3,17417,78.0,17.0,5.0
24,high,retirement,5,12766,81.08,12.16,6.76
24,low,preservation,5,25097,32.63,46.32,21.05
29,high,retirement,4,43096,75.95,17.72,6.33
20,high,income,4,42767,70.59,23.53,5.88
20,medium,income,8,16946,66.51,28.5,4.99
29,medium,wealth,8,35307,81.71,13.3,4.99
25,low,income,8,35316,40.0,50.0,10.0
24,low,wealth,3,16175,66.0,24.0,10.0
21,low,short_term,7,22087,32.22,45.56,22.22
27,high,retirement,3,16391,84.16,10.86,4.98
37,high,wealth,6,21835,77.92,15.58,6.49
24,high,wealth,4,35952,82.67,9.73,7.6
21,high,preservation,5,20057,74.07,19.75,6.17
22,high,wealth,5,22870,82.47,9.7,7.82
23,high,retirement,7,6385,85.0,10.0,5.0
24,low,short_term,7,26713,28.89,48.89,22.22
25,high,retirement,4,19776,80.0,13.33,6.67
26,low,short_term,5,33674,26.67,51.11,22.22
25,medium,retirement,6,32238,70.59,23.53,5.88
28,medium,preservation,4,22329,52.0,33.0,15.0
27,low,short_term,7,31288,25.56,52.22,22.22
24,high,wealth,5,40283,82.67,9.73,7.6
31,high,short_term,3,41230,64.0,26.0,10.0
26,high,wealth,5,13800,82.87,9.75,7.39
24,medium,income,4,29864,60.61,34.34,5.05
18,medium,short_term,6,20629,55.0,25.0,20.0
31,low,preservation,6,30971,25.26,53.68,21.05
21,medium,wealth,7,9956,85.0,10.0,5.0
30,low,wealth,6,34222,60.0,30.0,10.0
28,low,preservation,3,29319,28.42,50.53,21.05
22,high,preservation,6,29902,73.17,20.73,6.1
26,medium,income,4,14716,59.38,35.63,5.0
28,medium,preservation,6,36916,52.0,33.0,15.0
28,medium,short_term,3,24365,47.0,33.0,20.0
20,low,income,3,21747,45.0,45.0,10.0
24,low,wealth,4,27812,63.83,25.53,10.64
20,high,short_term,6,17182,70.59,17.65,11.76
26,medium,retirement,6,25569,69.77,24.42,5.81
30,high,income,5,51770,63.16,31.58,5.26
20,medium,short_term,5,29829,55.0,25.0,20.0
27,medium,wealth,5,20117,77.92,15.58,6.49
23,high,retirement,3,22132,85.0,10.0,5.0
24,high,preservation,3,9007,76.0,19.0,5.0
18,high,wealth,4,40011,82.26,9.68,8.06
19,medium,preservation,6,23022,60.0,25.0,15.0
22,low,retirement,3,19655,53.0,32.0,15.0
29,low,income,3,18415,36.0,54.0,10.0
20,medium,income,4,30791,63.16,31.58,5.26
29,low,preservation,6,20261,27.37,51.58,21.05
26,low,retirement,4,32762,49.0,36.0,15.0
22,low,wealth,3,15877,68.0,22.0,10.0
18,medium,wealth,5,32414,83.22,9.79,6.99
27,low,short_term,3,40804,25.56,52.22,22.22
24,medium,short_term,4,24212,51.0,29.0,20.0
29,low,retirement,5,18903,46.0,39.0,15.0
30,high,retirement,4,15173,75.0,18.75,6.25
26,medium,preservation,7,34777,54.0,31.0,15.0
28,medium,preservation,3,26659,52.0,33.0,15.0
19,medium,preservation,3,31414,60.0,25.0,15.0
24,high,income,4,16070,67.42,26.97,5.62
28,high,preservation,5,28378,68.18,26.14,5.68
21,low,wealth,4,30257,65.93,23.08,10.99
28,high,short_term,3,19224,67.0,23.0,10.0
29,low,wealth,6,9840,60.61,29.29,10.1
28,medium,income,4,56139,58.17,36.84,4.99
24,medium,wealth,4,32272,81.08,12.16,6.76
31,high,wealth,3,23765,85.0,10.0,5.0
25,high,retirement,3,25424,85.0,10.0,5.0
27,medium,wealth,4,19778,77.92,15.58,6.49
23,medium,retirement,4,24044,72.29,21.69,6.02
20,low,retirement,5,30954,55.0,30.0,15.0
28,low,short_term,8,47291,24.44,53.33,22.22
22,medium,retirement,3,36982,78.0,17.0,5.0
28,high,income,3,25304,70.84,24.19,4.97
23,medium,short_term,10,23216,52.0,28.0,20.0
25,high,retirement,3,21998,85.0,10.0,5.0
23,medium,retirement,7,24405,77.0,18.0,5.0
23,high,preservation,4,44910,72.29,21.69,6.02
21,low,income,3,26831,44.0,46.0,10.0
18,medium,wealth,4,20252,83.22,9.79,6.99
25,high,retirement,3,31110,85.0,10.0,5.0
30,high,retirement,3,19411,81.45,13.57,4.98
23,low,retirement,8,20754,52.0,33.0,15.0
28,low,wealth,6,30642,61.22,28.57,10.2
27,low,preservation,8,42462,29.47,49.47,21.05
24,low,preservation,3,22474,32.63,46.32,21.05
26,medium,short_term,7,38627,49.0,31.0,20.0
31,high,retirement,7,11910,80.54,14.48,4.98
29,high,short_term,3,23523,66.0,24.0,10.0
25,high,preservation,8,32545,75.0,20.0,5.0
24,medium,short_term,4,31244,51.0,29.0,20.0
18,high,preservation,6,20999,75.0,18.75,6.25
26,high,preservation,4,41748,69.77,24.42,5.81
27,medium,income,8,25593,59.86,35.15,4.99
30,high,preservation,3,26323,70.0,25.0,5.0
25,high,income,3,29018,73.43,21.6,4.97
26,medium,short_term,3,31036,49.0,31.0,20.0
27,low,income,7,14593,38.0,52.0,10.0
24,low,short_term,3,21395,28.89,48.89,22.22
24,low,retirement,6,17611,51.0,34.0,15.0
25,medium,income,4,24584,60.0,35.0,5.0
33,high,wealth,6,21911,82.19,10.96,6.85
25,high,preservation,3,28906,75.0,20.0,5.0
19,medium,wealth,5,26363,83.22,9.79,6.99
25,low,income,3,17836,40.0,50.0,10.0
18,low,short_term,4,28067,33.33,44.44,22.22
21,medium,income,4,37809,62.5,32.29,5.21
29,medium,preservation,3,21979,51.0,34.0,15.0
22,high,retirement,9,29343,85.0,10.0,5.0
19,high,wealth,5,29459,82.26,9.68,8.06
27,low,retirement,6,24617,48.0,37.0,15.0
27,low,preservation,4,34065,29.47,49.47,21.05
